,Food ,Beer ,Smoke,Games,Books,Hshld,Clths,Hlth ,Chems,Txtls,Cnstr,Steel,FabPr,ElcEq,Autos,Carry,Mines,Coal ,Oil  ,Util ,Telcm,Servs,BusEq,Paper,Trans,Whlsl,Rtail,Meals,Fin  ,Other
198712,759.84,925.98,5196.24,209.8,676.73,821.92,154.62,382.59,755.25,102.67,204.46,402.59,162.91,143.79,1029.52,622.64,331.37,122.25,651.19,923.18,1201.36,108.87,300.4,728.12,243.76,104.68,360.64,212.12,271.62,206.62
198801,816.83,1044.33,5378.62,239.42,743.62,884.01,170.84,407.39,872.16,116.67,213.97,444.83,181.99,164.13,1124.21,661.89,345.67,134.93,699.59,921.34,1253.47,127.32,334.43,805.69,263.21,115.47,389.8,229.73,280.73,230.19
198802,849.88,1040.73,5526.43,242.77,757.58,904.55,184.49,435.24,851.53,117.92,221.66,429.61,187.6,166.4,1202.38,751.39,313.97,135.14,764.88,1009.42,1383.99,128.55,328.79,789.91,276.16,120.31,420.6,241.71,306.09,240.71
198803,891.98,1095.15,5861.3,269.96,814.53,928.67,205.92,447.13,926.19,144.42,247.92,468.77,208.42,179.74,1296.35,796.23,342.81,146.82,787.57,991.5,1428.03,137.35,352.13,855.1,303.26,131.27,472.42,257.37,311.33,251.97
198804,899.37,1102.04,5617.39,262.41,785.71,882.13,211.99,436.49,909.96,157.11,246.56,461.91,219.75,173.05,1327.71,795.19,373.76,153.78,810.71,953.11,1405.64,137.04,334.54,826,322.47,134.16,472.75,254.46,303.19,249.86
198805,910.37,1076.13,5601.68,274.08,791.37,905.64,211.15,429.76,925.6,162.97,252.11,488.21,229.06,178.39,1385.98,809.9,378.65,163.23,853.91,945.76,1436.78,134.16,345.69,844.06,321.99,137.98,492.95,265.32,303.36,251.08
198806,927.68,1045.9,5382.37,272.03,789.2,919.48,206.59,428.41,901.27,138.49,249.02,483.11,226.77,175.54,1394.95,821.11,380.96,162.74,862.95,976.53,1469.56,130.94,342.22,835.32,318.7,135.73,478.69,264.03,309.67,250.8
198807,688.68,3005.72,4544.33,236.31,615.26,456.05,190.2,409.62,1214,121.32,230.86,412.41,244.95,619.78,1093.02,1181.77,289.46,222.56,867.05,949.78,1575.15,130.04,351.09,817.47,485.31,127.55,484.72,274.01,246.03,279.26
198808,712.48,2916.9,4832.19,236.5,613.97,457.14,191,418.45,1165.04,121.99,218.1,427.47,239.62,595.97,1082.85,1182.18,285.94,213.98,911.87,951.48,1609.87,126.77,336.04,793.07,484.25,127.15,464.79,273.26,247.39,274.62
198809,714.59,2949.56,4821.18,228.94,598.51,440.89,197.26,418.07,1111.87,122.17,209.61,405.02,225.57,570.16,1014.57,1134.67,272.56,202.88,895.46,942.72,1560.53,122.1,308.65,766.29,478.54,124.24,454.65,266.26,247.96,269.25
198810,751.04,3233.95,5175.11,239.05,639.86,471.51,196.88,435.74,1153.71,127.28,210.55,400.66,228.93,608.32,1060.84,1200.41,263.39,210.09,879.69,962.22,1662.01,128.62,319.38,760.96,514.35,129.16,495.49,292.18,257.47,292
198811,891.45,3247.11,5184.24,245.3,663.49,491.11,198.84,445.29,1176.07,129.07,213.34,419.46,229.75,602.17,1103.75,1244.29,246.83,233.9,903.69,987.21,1718.5,129.16,321.9,768.36,519.64,127.31,500.73,292.95,257.7,287.46
198812,810.41,3230.72,5269.45,236.38,620.41,476.8,170.73,437.35,1138.92,121.21,209.61,409.49,230.1,621.74,1111.6,1197.21,258.41,219.68,908.97,973.94,1772.99,126.57,313.75,749.11,529.88,123.92,485.79,293.3,247.02,279.51
198901,795.58,3243.56,5668.09,251.12,646.41,503.27,179.94,446.86,1194.29,130.2,218.45,425.75,237.33,628.42,1104.52,1193.35,256.29,223.55,937.91,973.5,1814.2,131.66,330.8,772.39,545.82,129.37,493.66,302.09,245.55,287.72
198902,842.29,3412.81,5958.06,276.16,694.85,535.87,187.94,478.96,1301.72,142.33,231.03,474.22,250.92,683.16,1208.95,1263.44,258.13,259.7,997.64,995.71,2012.87,140.9,357.02,831.67,600.87,138.21,526.39,318.01,263.89,304.7
198903,820.62,3409.76,5900.77,282.09,671.76,526.1,192.66,466.61,1264.39,151.79,233.14,456.18,245.88,650.33,1146.3,1279.68,280.64,257.08,984.55,970.06,1982.5,138.73,346.01,803.21,596.81,135.81,521.69,314.54,263.54,306.46
198904,854.69,3659.11,6458.55,306.41,692.08,537.85,199.96,492.3,1292.39,159.44,237.19,446.58,250.67,645.73,1132.01,1328.35,276.17,265.62,1026.67,969.2,2110.76,137.59,326.59,806.19,599.01,138.27,538.49,334.19,276.24,317.49
198905,714.14,4263.52,6779.72,320.51,742.32,568.25,204.19,521.79,1370.19,169.43,253.51,461.45,264.05,704.7,1121.08,1387.1,266.89,285.26,1061.3,1007.65,2310.31,147.52,345.87,849.53,640.07,146.72,578.15,362.71,288.19,334.77
198906,759.28,4638.25,7271.64,347.31,738.84,579.21,211.42,546.05,1390.04,176.38,263.35,469.33,276.7,808.22,1128.58,1411.32,252.18,318.15,1085.03,1043.83,2443.19,156.14,356.09,869.61,671.41,151.79,611.45,414.41,301.55,353.59
198907,731.79,4042.32,8304.88,352.84,752.6,561.02,197.51,469.82,1347.21,165.27,227.64,393.42,280.86,1037.03,1050.88,1031.72,274.05,180.87,1038.52,1101.61,2255.28,154.31,296.09,813.02,513.71,143.78,555.51,342,298.5,357.89
198908,837.17,4715.56,9482.77,391.39,799.44,607.09,215.69,536.98,1465.85,177.15,250.1,423.27,299.58,1171.67,1090.68,1106.43,271.02,188.78,1081.6,1161.42,2537.23,160.5,305.47,883.94,567.08,152.58,619.91,378.85,324.56,393.28
198909,798.34,4511.68,9723.23,414.7,788.53,625.17,230.16,540.3,1565.12,185.94,258.79,455.42,310.58,1166.99,1203.75,1134.34,298.98,204.63,1127.16,1143.42,2577.87,165.16,312.61,938.79,647.85,156.53,647.31,382.51,333.31,404.74
198910,803.43,4563.4,9740.1,429.54,785.67,605.68,241.97,525.07,1507.99,180.25,256.47,439.09,303.32,1143.29,1134.19,1153.02,315.12,206.01,1141.27,1142.93,2673.48,167.93,301.61,917.79,620.15,153.76,633.49,380.94,340.84,423.11
198911,783.48,4639.14,9931.6,407.96,755.64,594.61,232.4,528.94,1418.07,169.32,237.15,397.81,283.42,1111.53,1053.55,1097.57,318.98,194.32,1152.77,1149.7,2611.01,162.53,288.63,898.43,571.62,148.14,610.41,370.5,327.79,407.83
198912,809.95,4797.8,9885.56,418.33,747.94,598.39,227.35,553.65,1445.89,171.8,243.83,410.34,300.08,1215.02,1040.55,1087.2,360.86,206.4,1190.44,1178.98,2663.09,159.94,281.46,949.09,567.58,148.68,627.85,365.39,328.99,393.9
199001,850.41,4867.56,9774.07,316.97,751.5,621.92,225.91,564.12,1497.53,172.15,244.64,417.68,300.94,1253.42,1013.5,1085.81,366.37,213.38,1267.15,1229.24,2830.26,162.87,278.11,981.19,597.88,153.24,633.53,366.59,319.38,418.9
199002,761.56,4428.38,8928.4,284.78,679.44,576.68,207.83,525,1399.89,154.48,230.39,378.74,291.07,1206.76,973.35,1040.95,389.42,206.02,1210.91,1164.03,2452.97,153.86,277.11,906.42,547.96,143.04,601.99,307.38,289.66,388.24
199003,762.75,4444.19,8680.68,289.76,674.44,578.51,215.54,513.95,1433.63,157.22,237.79,389.68,306.55,1216.99,1024.87,1106.94,381.94,220.72,1244.84,1158.87,2443.45,161.89,288.15,939.5,583.33,147.25,612.88,306.54,298.14,392.92
199004,808.79,4701.54,9207.92,294.35,670.16,610.8,231.04,535.64,1448.29,160.72,248.94,413.41,321.17,1263.78,1060.28,1198.1,359.58,233.02,1236.2,1143.82,2562.28,171.06,303.13,958.91,599.39,154.68,654.84,312.74,294.26,413.97
199005,805.32,4810.49,9646.71,297.85,636.08,602.47,228.53,539.01,1387.62,156.55,241.89,383.83,314.51,1296.9,1021.71,1131.39,327.25,210.96,1203.39,1076.86,2490.61,166.33,301.3,932.25,581.13,153.53,645.57,293.93,283.94,424.34
199006,874.56,5569.78,9735.7,344.93,695.75,681.74,246.19,613.51,1481.33,162.78,266.38,410.58,337.3,1418.54,1112.05,1243.81,358.13,238.58,1264.75,1126.38,2768.81,187.3,341.81,950.91,612.98,169.23,735.04,332.28,312.17,468.26
199007,1160.69,5475.11,2490.14,297.2,718.77,688.59,205.83,604.56,1356.79,164.28,230,397.68,324.58,1076.4,1042.55,1224.81,316.44,260.62,1178.27,1135.23,2405.91,196.88,332.05,927.33,532.05,164.55,708.01,306.15,299.38,432.2
199008,1166.07,5475.68,2629.86,279.43,678.15,674.05,198.06,619.22,1367.03,162.13,227.73,427.85,319.84,1093.41,1036.98,1191.26,349.17,257.23,1290.7,1140.29,2318.08,182.96,311.09,938.06,517.96,158.18,688.75,273.72,287.73,420.84
199009,1089.6,5199.86,2524.95,241.54,611.85,615.27,164.9,577.6,1183.54,142.21,198.09,380.35,275.77,944.52,877.17,1025.65,325.37,228.71,1278.57,1056.93,2090.87,163.11,272.54,829.97,449.76,143.36,601.91,237.18,255.13,375.95
199010,1067.91,4836.88,2548.35,236.85,579.73,584.53,145.02,557.19,1101.48,117.76,180.43,356.76,251.65,840.12,787.58,921.19,319.66,236.58,1262.4,1056.85,2121.2,150.88,257,774.62,419,136.94,551.22,209.94,225.88,344.51
199011,1108.92,5199.79,2711.47,235.22,556.58,593.84,134.54,570.45,1106.19,104.64,168.74,315.28,228.52,815.54,760.19,947.34,265.02,213.07,1210.19,1137.13,2214.17,146.52,248.08,780.49,411.92,133.59,539.85,202.2,210.54,338.4
199012,1166.79,5455.32,2899.68,265.02,612.15,636.14,155.26,624.74,1209.97,113.35,183.15,326.88,252.05,870.79,774.4,961.05,259.33,203.44,1231.83,1161.06,2278.47,162.59,275.01,848.75,433.47,141.61,601.66,218.42,241.65,348.78
199101,1226,5576.18,3054.9,239.26,647.74,662.24,166.97,645.14,1247.27,122.44,192.64,352.54,263.98,913.9,763.19,997.1,290.57,207.69,1211.09,1163.31,2302.13,171.98,287.43,904.12,473.36,149.4,620.89,231.56,255.91,370.22
199102,1263.96,5835.55,3135.88,252.6,704.49,665.14,200.4,681.82,1316.8,135.91,212.21,380.48,285.92,1032.77,813.25,1063.25,263.13,198.55,1194.54,1142.43,2314.44,196.9,330.24,951.98,531.27,153.99,697.47,239.53,275.12,408.03
199103,1448.48,6463.3,3349.28,284.57,726.15,703.64,231.78,753.25,1388.4,151.91,241.4,404.59,311.45,1111.2,893.83,1072.43,282.87,224.71,1293.03,1189.68,2345.88,213.91,351,997.8,565.04,167.59,749.48,276.9,304.89,434.53
199104,1531.03,6809.07,3394.94,282.14,733.82,739.41,241.96,799.04,1381.54,156.83,242.53,411.38,311.62,1138.36,916.35,1074.33,278.66,254.76,1321.54,1204.46,2387.35,234.7,351.98,1012.48,559.29,174.04,839.86,303.33,323.5,438.47
199105,1528.78,6535.18,3275.86,275.96,761.32,739.7,252.84,792.29,1425.66,164.97,241.28,410.09,302.74,1156.23,902.47,1067.83,279.2,269.11,1357.82,1197.98,2402.64,231.84,342.9,1055.26,584.49,178.95,861.1,297.77,331.75,443.64
199106,1583.48,6779.53,3377.58,286.83,815.46,766.48,258.53,831.98,1573.25,172.28,257.23,431.98,328.64,1264.58,1042.06,1126.09,289.05,249.09,1328.91,1191.89,2386.99,242.27,355.44,1145.33,629.33,193.41,937.89,315.97,348.58,462.72
199107,1486.96,5884.82,4357.62,244.24,701.37,691.38,221.59,725.27,1440,177.81,226.02,391.75,294.43,1032.53,993.65,1016.99,281.71,243.4,1189.43,1184.68,2304.25,200.05,335.88,1093.24,526.32,178.49,861.55,271.65,325.78,399.61
199108,1580.55,6947.3,4680.7,259.72,714.11,723.04,232.86,793.17,1526.79,196.31,238.97,408.69,301.36,1034.1,976.86,1075.49,279.47,239.23,1247.94,1226.97,2395.74,209.83,351.13,1091.04,555.66,188.49,919.9,274.98,345.41,410.82
199109,1678.32,7352.25,4983.09,259.32,727.04,749.78,256.08,816.25,1530.82,196.92,246.28,410.55,301.31,1055.97,937.89,1098.19,257.54,247.85,1263.89,1261.57,2428.62,221.75,345.85,1096.75,567.47,185.02,967.2,281.67,362.6,422.84
199110,1614.61,6990.88,4879.86,258.47,695.95,763.14,262.69,817.69,1496.44,205.13,237.1,396.6,290.23,987.56,915.29,1096.73,273.07,246.88,1254.64,1301.76,2451.83,225.44,340.99,1078.9,576.04,183.82,934.23,286.87,361.77,408.54
199111,1606.32,7136.73,4599.28,269.27,706.67,776.32,254.5,870.51,1522.33,202.16,233.38,392.32,291.4,986.53,890.27,1131.53,282.68,257.77,1278.32,1313.21,2510.51,241.02,343.7,1122.43,615.97,189.84,911.08,292.93,370.82,413.61
199112,1615.21,7332.57,4421.78,254.43,670.55,772.25,245.28,851.23,1425.02,192.43,225.59,365.12,264.65,932.2,807.34,1087.16,284.67,229.22,1170.1,1329.43,2391.17,236.51,329.19,1040,561.52,183.14,909.26,286.18,354.83,401.72
199201,1855.58,8453.23,5079.71,276.89,758.13,872.85,281.91,994,1567.54,217.9,264.32,390.26,290.78,1110.89,867.67,1194.38,293.08,231.26,1203.65,1389.12,2617.05,271.35,354.75,1138.57,646.73,205.74,1033.91,322.23,397.37,462.67
199202,1753.29,8194.55,4811.68,311.2,776,938.6,296.62,949.69,1583.33,239.7,276.65,402.25,306.12,1101.6,957.29,1242.25,315.53,208.53,1169.02,1320.87,2581.4,282.46,382.95,1163.71,639.21,202.79,1054.84,355.38,401.28,477.82
199203,1752.27,8309.27,4814.91,346.3,817.06,923.66,302.87,923.45,1639.16,259.27,281.09,428.98,319.43,1137.15,1090.27,1196.56,317.49,222.29,1162.38,1297.05,2565.13,290.82,400.96,1207.73,676.58,210.64,1103,354.75,415.92,482.69
199204,1709.09,8397.66,4629.8,341.46,819.68,921.92,294.38,876.34,1647.16,268.96,270.46,426.07,313.62,1097.11,1122.6,1217.66,289.07,211.2,1135.1,1290.14,2545.06,281.96,381.89,1204.11,672.52,211.08,1087.41,361.44,410.04,447.96
199205,1684.86,9335.94,4993.78,351.19,859.37,929.23,278.91,863.41,1792.64,272.14,270.58,441.34,319.18,1103.98,1264.4,1283.88,293.59,198.63,1260.67,1319.8,2711.71,273.91,387.33,1247.56,690.17,208.86,1049.81,376.53,414.78,456.05
199206,1696.02,9665.35,4983.2,370.21,855.47,947.73,274.95,879.05,1768.19,271.49,275.22,444.33,319.81,1099.26,1239.29,1285.26,324.54,197.66,1325.76,1348.38,2651.19,284.53,387.3,1246.04,692.88,215.72,1055.01,389.51,425.66,434.84
199207,1560.57,9048.35,5019.06,352.3,818.28,846.43,247.25,694.38,1496.15,261.87,375.38,443.36,299.43,980.57,1282.5,1201.39,368.56,178.54,1265.57,1387.91,2410.31,265.04,367.87,963.89,649.23,205.53,905.87,338.41,430.88,415.91
199208,1656.21,10405.64,5232.46,363.89,853.21,926.38,264.23,737.02,1558.27,280.41,401.35,448.52,311.03,995.52,1267.26,1236.61,368.45,188.94,1358.41,1475.88,2593.65,275.11,381.54,953.27,660.15,215.36,946.95,350.77,446.98,442.31
199209,1685.34,10526.82,5212.59,355.66,841.24,904.87,261.18,713.89,1491.38,276.1,401.9,411.61,298.98,967.74,1121.89,1174.71,356.72,186.38,1395.75,1461.38,2564.36,268.95,361.74,918.96,619.54,212.7,953.05,340.32,434.69,433.4
199210,1750.18,10277.42,5283.7,378.27,842.62,944.52,274.97,687.23,1489.04,286.43,417.97,409.14,306.76,1050.46,1117.15,1148.41,363.08,210.92,1396.11,1465.79,2604.59,280.22,372.61,926.81,644.01,215.18,1001.09,364.01,452.25,456.85
199211,1702.09,11652.55,5060.56,396.99,848.45,965.22,280.86,709.87,1500.11,292.34,423.65,421.01,301.36,1043.19,1117.3,1188.68,341.55,209.92,1345.96,1454.49,2579.01,300.55,374.59,949.41,682.2,223.02,1049.07,381.61,466.55,466.58
199212,1775.75,11702.47,5132.19,431.24,907.27,1003.91,310.12,743.65,1524.67,308.9,430.89,448.95,313.06,1126.28,1204.68,1197.82,317.12,187.59,1318.45,1443.31,2740.07,317.51,399.43,985.11,717.6,238.43,1120.25,414.15,501.43,497.22
199301,1751.34,12028.82,4986.68,441.63,901.08,993.07,306.64,733.85,1535.77,338.56,432.5,466.96,318.14,1154.83,1241.78,1301,328.53,187.3,1343.16,1474.47,2883.26,321.28,404.64,991.19,726.08,246.53,1122.21,412.52,528.7,511.14
199302,1708.49,12131.97,4679.66,468.94,926.49,1013.42,306.24,686.32,1500.21,347.07,441.56,497.41,328.95,1162.26,1359.84,1254.15,317.97,180.46,1387.42,1505.93,2911.98,331.83,425.56,996.4,746.5,254.32,1118.34,417.05,551.93,514.57
199303,1669.7,11834.32,4531.32,451.03,935.86,1045.7,285.1,625.12,1507.55,364.53,470.08,491.85,340.32,1135.57,1355.62,1272.31,331.56,177,1465.21,1591.9,3125.24,327.23,431.42,1009.16,755.5,249.54,1109.87,416.04,559.55,504.49
199304,1638.73,12087.03,4480,468.83,946.21,1056.27,298.18,632.82,1535.81,382.81,477.53,487.45,347.77,1200.66,1437.94,1328.34,369.25,173.45,1524.82,1611.73,3218.05,338.3,439.81,1000.7,792.55,254.46,1145.69,432.28,584.62,507.88
199305,1437.37,10977.27,3769.52,458.68,924.22,999.18,280.56,645.46,1603.61,364.64,470.79,476.63,358.79,1218.34,1490.86,1350.7,378.63,165.32,1542.17,1604.26,3113.72,321.12,428.75,1001.74,802.84,244.33,1038.48,404.72,563.97,494.72
199306,1484.54,11314.54,3918.8,512.48,942.53,1049.01,292.12,668,1622.04,364.27,479.03,501.55,378.75,1251.8,1493.33,1449.56,401.05,121.26,1555.74,1595.6,3238.78,341.16,469.17,1002.57,827.69,258.73,1098.05,438.37,567.39,512.84
199307,1378.79,8639.13,3908.14,470.45,898.24,1015.35,248.24,574.24,1509.32,359.66,479.06,487.25,368.22,1251.44,1538.47,1256.21,479.89,149.24,1405.84,1674.66,3309.98,332.37,440.22,877.59,757.91,218.76,938.79,395.39,582.68,469.41
199308,1315.6,8642.34,3726.29,463.64,916.67,991.11,236.45,543.47,1524.56,348.82,477.29,476.9,372.83,1295.98,1574.05,1332.95,525.06,159.59,1418.9,1701.69,3398.03,321.65,427.98,854.22,792.55,224.16,939.3,404.3,598.84,458.73
199309,1388.3,8818.22,3647.9,501.12,945.49,1033.37,242.09,556.28,1566.29,380.22,499.2,489.16,402.68,1316.38,1557.35,1370.96,480.77,168.69,1466.94,1755.44,3599.51,332.59,462.47,871.89,825.05,234.88,974.42,423.25,618.53,488.77
199310,1349.24,9413.9,3507.1,534.12,936.16,1015.89,233.02,562.36,1532.5,367.91,495.83,467.41,396.49,1297.07,1570.67,1351.07,449.31,179.74,1486.03,1737.19,3573.27,349.15,463.56,853.13,815.15,233.67,969.85,429.03,633.94,480.81
199311,1461.9,9613.04,3852.08,549.79,1002.62,1089.69,249.43,597.02,1571.78,375.21,511.83,482.31,411.1,1308.57,1740.03,1436.25,481.98,237.2,1463.32,1697.9,3647.83,358.84,470.24,847.78,841.01,239.38,1001.08,457.42,611.14,465.12
199312,1480.98,9538.26,4049.52,533.08,1001.34,1101.78,253.97,603.18,1599.17,358.91,525.2,481.88,402.33,1313.72,1763.48,1499.69,493.08,236.28,1370.25,1594.56,3451.21,354.22,472.84,912.78,852.64,236.44,1016.29,454.33,592.16,463.81
199401,1473.37,9933.86,4011.39,536.42,1036.6,1121.02,256.84,617.41,1652.86,368.2,532.71,514.18,417.88,1397.82,1839.76,1596.87,552.05,247.52,1377.73,1618.06,3422.01,360.52,493.87,940.01,877.18,244.28,982.58,489.85,605.88,477.16
199402,1497.86,9442.22,4401.28,563.62,1029.2,1156.04,257.07,619.98,1783.88,342.17,546.56,574.43,440.16,1459.86,1998.38,1632.7,556.45,239.2,1444.24,1594.54,3548.65,375.72,518.73,1000.91,925.91,253.05,986.39,517.41,633.35,509.91
199403,1463.36,9586.24,4075.05,563.01,995.18,1149.93,264.29,585.42,1759.47,343.37,535.81,555.89,442.43,1440.35,1921.74,1656.85,552.11,234.34,1396.82,1505.94,3348.82,375.55,529.22,978.35,898.92,251.13,1012.14,529.1,607.66,492.95
199404,1394.13,9243.39,3624.83,514.82,950.34,1092.04,262.5,546.68,1718.15,340.82,513.82,524.19,426.7,1370.07,1788.05,1615.76,565.62,210.63,1346.26,1445.23,3218.29,357.78,513.51,916.33,843.71,236.54,970.64,484.87,590.29,469.07
199405,1406.72,9411.58,4032.87,503.7,935.37,1127.5,259.02,563.66,1761.74,350.22,515.02,519.21,423.85,1334.85,1783.39,1609.13,506.18,209.83,1423.26,1470.84,3255.18,362.95,502.8,907.91,841,236.45,975.58,496.14,607.12,480.24
199406,1393.65,9196.23,3725.89,511.17,942.97,1134.99,255.99,593.49,1816.57,331.15,517.93,541.9,415.64,1397.93,1744.52,1652.94,526.21,205.67,1423.78,1383.41,3303.46,379.4,507.27,930.75,822.42,236.92,955.2,499.13,635.4,484.31
199407,1226.26,7901.07,3778.05,341.47,840.32,964.32,243.09,544.2,1545.42,268.7,380.27,565.77,370.97,1237.88,1419.51,1620.65,563.79,219.57,1279.73,1322.48,2552.45,326.01,439.62,984.19,703.71,249.19,814.37,377.42,562.16,416.97
199408,1246.48,8336.29,3966.66,354.39,854.92,995.18,248.41,550.69,1608.88,267.73,395.39,602.79,393.72,1345.18,1488.95,1623.09,566.45,214.4,1327.07,1385.52,2624.01,332.14,464.1,1044.49,724.42,255.71,815.69,375.78,579.83,429.39
199409,1337.43,8757.04,4343.15,333.88,893.26,1061.79,264.72,610.73,1699.77,278.34,413.56,633.26,409.49,1347.99,1460.41,1691.82,591.75,222.05,1331.05,1385.87,2639.05,360.06,510.2,1098.42,736.78,269.05,854.95,390.88,602.16,449.37
199410,1333.14,8943.16,4221.26,325.96,864.91,1048.12,260.42,627.11,1677.73,261.14,401.85,636.93,395.85,1346.05,1378.54,1602.48,627.72,219.55,1319.66,1339.37,2597.62,364.03,505.01,1103.85,685.1,265.97,835.57,375.94,574.63,435.39
199411,1389.72,9278.28,4099.3,327.46,872.37,1060.36,269.04,635.1,1638.95,260.18,399.57,612.43,407.9,1379.76,1366.87,1634.52,570.08,210.23,1429.11,1356.33,2586.82,387.53,542.16,1067.36,699.51,266.29,845.53,390.93,578.89,440.24
199412,1366.67,9326.74,4005.64,325.67,848.2,1043.51,257.4,641.03,1503.57,252.68,382.08,565.69,377.2,1303.62,1308.2,1578.34,512.46,192.11,1367.38,1354.65,2502.31,376.41,534.6,1015.49,667.05,241.86,825.11,371.59,550.94,416.31
199501,1379.43,9491.72,3923.85,333.97,869.94,1061.81,258.89,647.85,1556.23,256.38,388.11,590.36,383.21,1420.49,1367.5,1660.11,525.13,197.26,1359.08,1351.06,2545.46,384.74,553.83,1050.79,664.46,246.66,790.57,381.56,563.09,418.84
199502,1420.37,9759.38,4102.92,354.03,830.25,1087.48,250.37,689.79,1512.77,256.17,395.67,553.94,384.61,1465.5,1296.38,1661.68,489.43,196.11,1368.42,1436.84,2661.88,383.22,551.43,1039.83,690.98,248.36,795.5,407.99,598.04,428.25
199503,1455.48,10224.85,4018.37,362.76,876.09,1130.04,257.99,707.21,1595.74,265.12,416.07,578.8,405.84,1552.31,1371.34,1755.92,510.18,183.66,1432.89,1439.96,2717.43,411.49,591.62,1132.5,740.57,260.4,817.12,421.65,630.91,404.98
199504,1512.86,10436.1,4238.64,379.67,896.96,1151.17,265.85,724.83,1682.44,252.06,427.1,590.56,430.9,1539.16,1392.29,1885.48,570.48,194.73,1513.02,1406.66,2716.05,434.44,618.22,1161.87,772.33,269.47,856.3,434.4,640.31,424.08
199505,1586.55,10771.84,4054.93,392.04,900.14,1191.46,261.69,754.38,1733.75,254.83,439.44,591.27,448.46,1585.58,1423.38,1958.45,560.08,195.69,1553.23,1444.97,2827.79,453.95,673.53,1182.48,809.85,279.68,833.56,444.01,653.19,432.29
199506,1635.9,12545.59,4180.08,405.76,934.24,1219.12,267.85,765.44,1794.93,264.73,448.89,599.08,467.37,1658.22,1532.85,2057.72,551.94,201.81,1608.19,1539.22,2914.12,463.15,700.24,1201.18,803.74,284.67,876.26,460.33,696.92,457.75
199507,1591.29,11270.04,3391.85,500.86,788.34,1171.8,267.24,757.7,1631.33,275.01,449.15,595.16,475.41,1330.43,1675.4,1905.11,585.76,243.1,1557.4,1546.12,2736.1,465.95,742.17,1171.11,744.72,279.43,901.5,445.98,642.24,457.27
199508,1588.23,11536.92,3269.79,531.55,813.08,1157.01,287.27,807.17,1677.84,291.32,461.07,633.5,512.66,1384.2,1741.88,2029.59,594.78,240.11,1600.73,1535.75,2890.54,495.76,807.8,1195.27,825,290.86,940.44,454.39,670.2,488.28
199509,1607.14,11339.52,3377.44,538.2,829.86,1163.13,292.3,818.24,1665.23,286.64,464.16,638.22,509.21,1383.4,1742.68,1995.02,596.25,249.74,1569.98,1548.9,3102.55,500.99,808.34,1200.1,799.11,288.82,908.58,439.41,706.83,477.08
199510,1742.41,12348.96,3477.48,528.15,869.87,1226.03,302.09,884.28,1707.33,286.57,481.15,611.57,493.38,1465.31,1773.03,2100.02,596.81,254.33,1597.33,1638.15,3251.45,505.73,822.37,1199.83,831.76,291.76,948.44,450.96,752.45,471.06
199511,1756.96,12832.08,3576.08,523.53,850.09,1256.5,290.39,889.82,1626.36,261.99,478.89,575.05,475.11,1487.43,1672.84,2059.05,538.25,220.76,1600.82,1657.36,3232.66,523.02,824.14,1164.21,817.13,292.91,873.05,458.21,739.12,454.25
